,title,company,location,summary,link
1188,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
1189,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
1190,Data Scientist,ACHNET Inc,"Plano, TX",Building and owning large scale machine learning models.,https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3
1191,Forward Deployed Data Scientist,Cresta,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).",https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3
1192,"Psomagen, Inc.] Bioinformatics Data Scientist I/II/III","Psomagen, Inc.","Rockville, MD","In Rockville, MD is seeking Computational Scientists/Bioinformaticians to work on implementing analytic pipelines, computational analysis, and/or interpretation…",https://www.indeed.com/company/Macrogen-Corp./jobs/Bioinformatic-Data-Scientist-cd40cad56160ec87?fccid=6229ee526a7f8557&vjs=3
1193,Data Scientist I,Novant Health,"Winston-Salem, NC",The Associate must be proficient in employing large scale data analytics to derive actionable insights.,https://www.indeed.com/rc/clk?jk=477ebd7a28590968&fccid=cfd1fe74085d0235&vjs=3
1194,Data Scientist II - Entry Level,Seagate Technology,"Fremont, CA",You will be using and implementing the latest machine learning and analytics techniques.,https://www.indeed.com/rc/clk?jk=5267b58afbf99703&fccid=eb193642f8c64a12&vjs=3
1195,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
1196,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
1197,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
1198,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
1199,Data Scientist,MedThink,"Cary, NC","The Data Scientist position (a member of the Insights & Connections department) involves understanding business and data analytics problems, developing data…",https://www.indeed.com/rc/clk?jk=150f90500e0c7d8a&fccid=0b20e67a8cb5eab7&vjs=3
1200,Data Scientist,Lore Ventures,"Palo Alto, CA",Present information using data visualization techniques.,https://www.indeed.com/company/Lore-Ventures/jobs/Data-Scientist-35d4088a490e2b7f?fccid=4c45ad5264ad03c6&vjs=3
1201,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
1202,AI/ML Data Scientist,Applied Information Sciences,"Reston, VA",Ability to provide subject matter guidance.,https://www.indeed.com/rc/clk?jk=3c3e47c720381f1d&fccid=edbbf93fc5210a17&vjs=3
1203,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
1204,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
1205,Data Scientist,ACHNET Inc,"Plano, TX",Building and owning large scale machine learning models.,https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3
1206,Forward Deployed Data Scientist,Cresta,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).",https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3
1207,"Psomagen, Inc.] Bioinformatics Data Scientist I/II/III","Psomagen, Inc.","Rockville, MD","In Rockville, MD is seeking Computational Scientists/Bioinformaticians to work on implementing analytic pipelines, computational analysis, and/or interpretation…",https://www.indeed.com/company/Macrogen-Corp./jobs/Bioinformatic-Data-Scientist-cd40cad56160ec87?fccid=6229ee526a7f8557&vjs=3
1208,Data Scientist I,Novant Health,"Winston-Salem, NC",The Associate must be proficient in employing large scale data analytics to derive actionable insights.,https://www.indeed.com/rc/clk?jk=477ebd7a28590968&fccid=cfd1fe74085d0235&vjs=3
1209,Data Scientist II - Entry Level,Seagate Technology,"Fremont, CA",You will be using and implementing the latest machine learning and analytics techniques.,https://www.indeed.com/rc/clk?jk=5267b58afbf99703&fccid=eb193642f8c64a12&vjs=3
1210,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
1211,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
1212,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
1213,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
1214,Data Scientist,MedThink,"Cary, NC","The Data Scientist position (a member of the Insights & Connections department) involves understanding business and data analytics problems, developing data…",https://www.indeed.com/rc/clk?jk=150f90500e0c7d8a&fccid=0b20e67a8cb5eab7&vjs=3
1215,Data Scientist,Lore Ventures,"Palo Alto, CA",Present information using data visualization techniques.,https://www.indeed.com/company/Lore-Ventures/jobs/Data-Scientist-35d4088a490e2b7f?fccid=4c45ad5264ad03c6&vjs=3
1216,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
1217,AI/ML Data Scientist,Applied Information Sciences,"Reston, VA",Ability to provide subject matter guidance.,https://www.indeed.com/rc/clk?jk=3c3e47c720381f1d&fccid=edbbf93fc5210a17&vjs=3
1218,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
1219,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
1220,Data Scientist,ACHNET Inc,"Plano, TX",Building and owning large scale machine learning models.,https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3
1221,Forward Deployed Data Scientist,Cresta,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).",https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3
1222,"Psomagen, Inc.] Bioinformatics Data Scientist I/II/III","Psomagen, Inc.","Rockville, MD","In Rockville, MD is seeking Computational Scientists/Bioinformaticians to work on implementing analytic pipelines, computational analysis, and/or interpretation…",https://www.indeed.com/company/Macrogen-Corp./jobs/Bioinformatic-Data-Scientist-cd40cad56160ec87?fccid=6229ee526a7f8557&vjs=3
1223,Data Scientist I,Novant Health,"Winston-Salem, NC",The Associate must be proficient in employing large scale data analytics to derive actionable insights.,https://www.indeed.com/rc/clk?jk=477ebd7a28590968&fccid=cfd1fe74085d0235&vjs=3
1224,Data Scientist II - Entry Level,Seagate Technology,"Fremont, CA",You will be using and implementing the latest machine learning and analytics techniques.,https://www.indeed.com/rc/clk?jk=5267b58afbf99703&fccid=eb193642f8c64a12&vjs=3
1225,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
1226,Geospatial Data Scientist,"BigBear, Inc.","Reston, VA","Disseminate a broad array of intelligence data analysis products dealing with subject profiles, networks, facilities, and resources.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CuFOCLQWFYGtIAyAZenWHHvgSSpK9xnLjB5QUX9uYbWV6WCv6l9T81WVUOpTsAQWprlUJuBAOhPYx3bPiXtacZGoB-r308tNfALVqi51DNwdH7juGLCQySjwz1bcMPWrR9X8afaIpCkPbGLB_A0L_2tqwX164tEZLXdQ34wIB0slwCIixUNQJ63z63qdmZX3vREFIcsiN4mH7Nsn7fUcwI3wcEE5ksd-fDP4TPTmfzCyIrrcyZoNogmKUkapXj-v_N4aMMpQEj4muwWKhr_xLhUb_omKOzLrW7ElbfrwkXZF59xyE_EiPRtloWOVhxjd8n_Mn32BWvHAeI24VoAGxO8aimYblrrgsnack2lI_hXMDIjcfh0Lyx6vp_ljkaBOLj2a1BaU1N1Nr67ChnqcTBGpgjK4kRE7JaIwbl89briHU62oi5le5TMOxNziChs_iZVaRynwRChA==&p=1&fvj=1&vjs=3
1227,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
1228,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
1229,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
1230,Data Scientist,MedThink,"Cary, NC","The Data Scientist position (a member of the Insights & Connections department) involves understanding business and data analytics problems, developing data…",https://www.indeed.com/rc/clk?jk=150f90500e0c7d8a&fccid=0b20e67a8cb5eab7&vjs=3
1231,Data Scientist,Lore Ventures,"Palo Alto, CA",Present information using data visualization techniques.,https://www.indeed.com/company/Lore-Ventures/jobs/Data-Scientist-35d4088a490e2b7f?fccid=4c45ad5264ad03c6&vjs=3
1232,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
1233,AI/ML Data Scientist,Applied Information Sciences,"Reston, VA",Ability to provide subject matter guidance.,https://www.indeed.com/rc/clk?jk=3c3e47c720381f1d&fccid=edbbf93fc5210a17&vjs=3
1234,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
1235,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
1236,Data Scientist,ACHNET Inc,"Plano, TX",Building and owning large scale machine learning models.,https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3
1237,Forward Deployed Data Scientist,Cresta,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).",https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3
1238,"Psomagen, Inc.] Bioinformatics Data Scientist I/II/III","Psomagen, Inc.","Rockville, MD","In Rockville, MD is seeking Computational Scientists/Bioinformaticians to work on implementing analytic pipelines, computational analysis, and/or interpretation…",https://www.indeed.com/company/Macrogen-Corp./jobs/Bioinformatic-Data-Scientist-cd40cad56160ec87?fccid=6229ee526a7f8557&vjs=3
1239,Data Scientist I,Novant Health,"Winston-Salem, NC",The Associate must be proficient in employing large scale data analytics to derive actionable insights.,https://www.indeed.com/rc/clk?jk=477ebd7a28590968&fccid=cfd1fe74085d0235&vjs=3
1240,Predictive Modeler (Data Scientist),Navy Federal Credit Union,"Vienna, VA","Experience in statistical software (e.g., SPSS Modeler, JMP, R, Python) to manage large data sets.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C1zplEsFktHkQc7kOOwm4rInMAlFzAoLIRfcwaDPIGgqeIPJX4GuT98gSKYHklrHBSjj_HCv0h3LBQi1gg93FbseWn3UgXnBISt_JgSpu3sEVxv4x4IigaQf-jd1JnPF1rfQxDxtcTf37YBFMVnFJCvDa_jx9tJZ8q2pIK_5P5xynx6TllI3dWey9o9Z5qzEU00nPhI9uDK4cKZsTss6BzLcoQ05fS2roUT26_bndptqFha7cybX12I2xRfpiD8RVm7_QehviXRYXH1zkFOaazDFUmKxYiRNotJEqJfHGEIT_lfADuFx3uCrNTNT_a-WIcNPoT_ntNc4zIdGZDUmnHn-kai4iLSz-HyMj37NUjwyFiXFSDeKTigvA1kUa8r8VicqqnB-82wpaTKMHTfpiCjjpZfNCHJZ7S4MGs8DjvWldp2uSgMccuG-7VbnC6IV0dHtLha9yuytLn_YK8KSMIJM-xWbxwDtqZCFKAPI1Pjd5lqi6e5LDkrQYNOGAq8QgCy40lGrBR09kKCnTB89TAZdZq2vQzcmwDqgfRql7g8o5dvBgA1KbV9P2fk_AvRSj5zyZBZ1-rFqm063EpjTiItU1vuf8t771S51sE3kQ9GbHyX6m4ou3gisxiKspsviw=&p=0&fvj=0&vjs=3
1241,Data Scientist,National Security Agency,"Fort Meade, MD","Relevant experience must be in designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtGlr3wcSMURH9oqKq1q2FCee1dkQkxJJ_jTPTeaAj6bQY7W8nqpUJM6WNhg1Fr7srQjxek9SAawvVC9GMiVTmhP2Xm5DNNsoU4gf5Acij-lsAwwOuG3WOJwVp_h32nGywe0PocSWgskcY2DrTk_yIv5zpJUaz58kbSesZg0QM4S7BrGD9K790mGko_NKPNXf2h_HNzuhZxJkbbcmy9FSCEQd9KlHZz7MZGMu5upYI70BmFl8EOdKYJCVUsaALAX4PtFVQtfPg8a4jW23v8tnDmTMeX1sikOX881ijPQR5wdeohu34Y-Ll35TR2KSsqk3oJVExP-AJTjY3z6jtPLpOckAc98z8GfkvwbAjoBtFaXNkXt6IgFihEuE_lY9BDL8MQ==&p=1&fvj=0&vjs=3
1242,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
1243,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
1244,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
1245,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
